Department,Appointment Type,Year,Count
MATH/CS*,Tenure-Track,FALL 2021,1.00
MATH/CS*,Tenure-Track,FALL 2020,0.66
MATH/CS*,Tenure-Track,FALL 2019,0.00
MATH/CS*,Tenure-Track,FALL 2018,2.00
MATH/CS*,Tenure-Track,FALL 2017,1.00
MATH/CS*,Tenure-Track,FALL 2016,1.00
MATH/CS*,Tenure-Track,FALL 2015,0.00
MATH/CS*,Tenure-Track,FALL 2014,1.00
MATH/CS*,Tenure-Track,FALL 2013,1.00
MATH/CS*,Tenure-Track,FALL 2012,0.66
MATH/CS*,Tenure-Track,FALL 2011,1.00
MATH/CS*,Tenure-Track,FALL 2010,1.00
MATH/CS*,Tenure-Track,FALL 2009,2.00
MATH/CS*,Tenure-Track,FALL 2008,2.00
MATH/CS*,Tenure-Track,FALL 2007,2.00
MATH/CS*,Tenure-Track,FALL 2006,2.00
MATH/CS*,Tenure-Track,FALL 2005,3.33
MATH/CS*,Tenure-Track,FALL 2004,1.67
MATH/CS*,Tenure-Track,FALL 2003,1.67
MATH/CS*,Tenure-Track,FALL 2002,2.00
MATH/CS*,Tenure-Track,FALL 2001,1.00
MATH/CS*,Visiting,FALL 2023,1.00
MATH/CS*,Visiting,FALL 2022,2.67
MATH/CS*,Visiting,FALL 2021,2.00
MATH/CS*,Visiting,FALL 2020,2.00
MATH/CS*,Visiting,FALL 2019,2.00
MATH/CS*,Visiting,FALL 2018,1.00
MATH/CS*,Visiting,FALL 2017,0.00
MATH/CS*,Visiting,FALL 2016,1.00
MATH/CS*,Visiting,FALL 2015,1.00
MATH/CS*,Visiting,FALL 2014,0.00
MATH/CS*,Visiting,FALL 2013,0.00
MATH/CS*,Visiting,FALL 2012,0.00
MATH/CS*,Visiting,FALL 2011,0.00
MATH/CS*,Visiting,FALL 2010,0.00
MATH/CS*,Visiting,FALL 2009,0.00
MATH/CS*,Visiting,FALL 2008,2.00
MATH/CS*,Visiting,FALL 2007,2.00
MATH/CS*,Visiting,FALL 2006,2.33
MATH/CS*,Visiting,FALL 2005,1.00
MATH/CS*,Visiting,FALL 2004,3.00
MATH/CS*,Visiting,FALL 2003,2.00
MATH/CS*,Visiting,FALL 2002,1.00
MATH/CS*,Visiting,FALL 2001,1.00
MATH/CS*,Adjunct,FALL 2023,1.33
MATH/CS*,Adjunct,FALL 2022,1.00
MATH/CS*,Adjunct,FALL 2021,1.66
MATH/CS*,Adjunct,FALL 2020,1.33
MATH/CS*,Adjunct,FALL 2019,0.66
MATH/CS*,Adjunct,FALL 2018,0.33
MATH/CS*,Adjunct,FALL 2017,1.00
MATH/CS*,Adjunct,FALL 2016,0.66
MATH/CS*,Adjunct,FALL 2015,0.33
MATH/CS*,Adjunct,FALL 2014,0.33
MATH/CS*,Adjunct,FALL 2013,0.33
MATH/CS*,Adjunct,FALL 2012,0.41
MATH/CS*,Adjunct,FALL 2011,1.00
MATH/CS*,Adjunct,FALL 2010,0.33
MATH/CS*,Adjunct,FALL 2009,0.33
MATH/CS*,Adjunct,FALL 2008,0.33
MATH/CS*,Adjunct,FALL 2007,0.33
MATH/CS*,Adjunct,FALL 2006,0.00
MATH/CS*,Adjunct,FALL 2005,0.33
MATH/CS*,Adjunct,FALL 2004,0.33
MATH/CS*,Adjunct,FALL 2003,0.33
MATH/CS*,Adjunct,FALL 2002,0.67
MATH/CS*,Adjunct,FALL 2001,0.67
CS*,Tenured,FALL 2011,1.00
CS*,Tenured,FALL 2010,1.00
CS*,Tenure-Track,FALL 2011,0.00
CS*,Tenure-Track,FALL 2010,1.00
CS*,Visiting,FALL 2011,0.00
CS*,Visiting,FALL 2010,0.00
CS*,Adjunct,FALL 2011,0.00
CS*,Adjunct,FALL 2010,0.00
MLAC/FRNL,Tenured,FALL 2023,3.42
MLAC/FRNL,Tenured,FALL 2022,4.00
MLAC/FRNL,Tenured,FALL 2021,4.41
MLAC/FRNL,Tenured,FALL 2020,4.33
MLAC/FRNL,Tenured,FALL 2019,4.66
MLAC/FRNL,Tenured,FALL 2018,4.33
MLAC/FRNL,Tenured,FALL 2017,4.67
MLAC/FRNL,Tenured,FALL 2016,4.33
MLAC/FRNL,Tenured,FALL 2015,4.33
MLAC/FRNL,Tenured,FALL 2014,3.33
MLAC/FRNL,Tenured,FALL 2013,4.00
MLAC/FRNL,Tenured,FALL 2012,4.00
MLAC/FRNL,Tenured,FALL 2011,3.66
MLAC/FRNL,Tenured,FALL 2010,4.66
MLAC/FRNL,Tenured,FALL 2009,4.00
MLAC/FRNL,Tenured,FALL 2008,2.00
MLAC/FRNL,Tenured,FALL 2007,1.66
MLAC/FRNL,Tenured,FALL 2006,2.33
MLAC/FRNL,Tenured,FALL 2005,1.67
MLAC/FRNL,Tenured,FALL 2004,2.33
MLAC/FRNL,Tenured,FALL 2003,2.33
MLAC/FRNL,Tenured,FALL 2002,2.50
MLAC/FRNL,Tenured,FALL 2001,2.00
MLAC/FRNL,Tenure-Track,FALL 2023,1.00
MLAC/FRNL,Tenure-Track,FALL 2022,1.00
MLAC/FRNL,Tenure-Track,FALL 2021,1.00
MLAC/FRNL,Tenure-Track,FALL 2020,1.00
MLAC/FRNL,Tenure-Track,FALL 2019,1.00
MLAC/FRNL,Tenure-Track,FALL 2018,1.00
MLAC/FRNL,Tenure-Track,FALL 2017,1.00
MLAC/FRNL,Tenure-Track,FALL 2016,1.00
MLAC/FRNL,Tenure-Track,FALL 2015,0.00
MLAC/FRNL,Tenure-Track,FALL 2014,0.67
MLAC/FRNL,Tenure-Track,FALL 2013,1.00
MLAC/FRNL,Tenure-Track,FALL 2012,1.00
MLAC/FRNL,Tenure-Track,FALL 2011,1.00
MLAC/FRNL,Tenure-Track,FALL 2010,0.00
MLAC/FRNL,Tenure-Track,FALL 2009,1.66
MLAC/FRNL,Tenure-Track,FALL 2008,4.66
MLAC/FRNL,Tenure-Track,FALL 2007,5.00
MLAC/FRNL,Tenure-Track,FALL 2006,1.66
MLAC/FRNL,Tenure-Track,FALL 2005,3.67
MLAC/FRNL,Tenure-Track,FALL 2004,3.00
MLAC/FRNL,Tenure-Track,FALL 2003,3.67
MLAC/FRNL,Tenure-Track,FALL 2002,3.33
MLAC/FRNL,Tenure-Track,FALL 2001,2.00
MLAC/FRNL,Visiting,FALL 2023,0.00
MLAC/FRNL,Visiting,FALL 2022,1.00
MLAC/FRNL,Visiting,FALL 2021,1.00
MLAC/FRNL,Visiting,FALL 2020,1.33
MLAC/FRNL,Visiting,FALL 2019,1.00
MLAC/FRNL,Visiting,FALL 2018,1.66
MLAC/FRNL,Visiting,FALL 2017,1.67
MLAC/FRNL,Visiting,FALL 2016,1.66
MLAC/FRNL,Visiting,FALL 2015,2.00
MLAC/FRNL,Visiting,FALL 2014,1.00
MLAC/FRNL,Visiting,FALL 2013,1.00
MLAC/FRNL,Visiting,FALL 2012,2.33
MLAC/FRNL,Visiting,FALL 2011,2.00
MLAC/FRNL,Visiting,FALL 2010,3.00
MLAC/FRNL,Visiting,FALL 2009,2.00
MLAC/FRNL,Visiting,FALL 2008,2.00
MLAC/FRNL,Visiting,FALL 2007,0.66
MLAC/FRNL,Visiting,FALL 2006,1.33
MLAC/FRNL,Visiting,FALL 2005,1.67
MLAC/FRNL,Visiting,FALL 2004,2.33
MLAC/FRNL,Visiting,FALL 2003,0.00
MLAC/FRNL,Visiting,FALL 2002,1.00
MLAC/FRNL,Visiting,FALL 2001,2.00
MLAC/FRNL,Adjunct,FALL 2023,1.00
MLAC/FRNL,Adjunct,FALL 2022,0.67
MLAC/FRNL,Adjunct,FALL 2021,0.66
MLAC/FRNL,Adjunct,FALL 2020,1.00
MLAC/FRNL,Adjunct,FALL 2019,1.66
MLAC/FRNL,Adjunct,FALL 2018,0.66
MLAC/FRNL,Adjunct,FALL 2017,0.66
MLAC/FRNL,Adjunct,FALL 2016,0.67
MLAC/FRNL,Adjunct,FALL 2015,0.67
MLAC/FRNL,Adjunct,FALL 2014,0.66
MLAC/FRNL,Adjunct,FALL 2013,0.66
MLAC/FRNL,Adjunct,FALL 2012,0.00
MLAC/FRNL,Adjunct,FALL 2011,0.33
MLAC/FRNL,Adjunct,FALL 2010,0.66
MLAC/FRNL,Adjunct,FALL 2009,0.00
MLAC/FRNL,Adjunct,FALL 2008,0.66
MLAC/FRNL,Adjunct,FALL 2007,1.33
MLAC/FRNL,Adjunct,FALL 2006,0.66
MLAC/FRNL,Adjunct,FALL 2005,1.33
MLAC/FRNL,Adjunct,FALL 2004,1.33
MLAC/FRNL,Adjunct,FALL 2003,1.33
MLAC/FRNL,Adjunct,FALL 2002,0.33
MLAC/FRNL,Adjunct,FALL 2001,0.67
MUS,Tenured,FALL 2023,2.58
MUS,Tenured,FALL 2022,4.00
MUS,Tenured,FALL 2021,3.15
MUS,Tenured,FALL 2020,5.33
MUS,Tenured,FALL 2019,4.11
MUS,Tenured,FALL 2018,6.33
MUS,Tenured,FALL 2017,4.09
MUS,Tenured,FALL 2016,4.39
MUS,Tenured,FALL 2015,4.00
MUS,Tenured,FALL 2014,4.00
MUS,Tenured,FALL 2013,4.00
MUS,Tenured,FALL 2012,4.00
MUS,Tenured,FALL 2011,2.86
MUS,Tenured,FALL 2010,2.41
MUS,Tenured,FALL 2009,2.55
MUS,Tenured,FALL 2008,2.75
MUS,Tenured,FALL 2007,4.75
MUS,Tenured,FALL 2006,3.38
MUS,Tenured,FALL 2005,3.67
MUS,Tenured,FALL 2004,3.50
MUS,Tenured,FALL 2003,2.33
MUS,Tenured,FALL 2002,1.67
MUS,Tenured,FALL 2001,1.00
MUS,Tenure-Track,FALL 2023,0.00
MUS,Tenure-Track,FALL 2022,0.00
MUS,Tenure-Track,FALL 2021,0.00
MUS,Tenure-Track,FALL 2020,0.00
MUS,Tenure-Track,FALL 2019,0.00
MUS,Tenure-Track,FALL 2018,0.00
MUS,Tenure-Track,FALL 2017,1.00
MUS,Tenure-Track,FALL 2016,1.00
MUS,Tenure-Track,FALL 2015,1.00
MUS,Tenure-Track,FALL 2014,1.00
MUS,Tenure-Track,FALL 2013,1.00
MUS,Tenure-Track,FALL 2012,1.00
MUS,Tenure-Track,FALL 2011,0.00
MUS,Tenure-Track,FALL 2010,1.00
MUS,Tenure-Track,FALL 2009,1.00
MUS,Tenure-Track,FALL 2008,2.05
MUS,Tenure-Track,FALL 2007,1.75
MUS,Tenure-Track,FALL 2006,2.33
MUS,Tenure-Track,FALL 2005,1.67
MUS,Tenure-Track,FALL 2004,2.00
MUS,Tenure-Track,FALL 2003,3.33
MUS,Tenure-Track,FALL 2002,3.00
MUS,Tenure-Track,FALL 2001,3.00
MUS,Visiting,FALL 2023,1.08
MUS,Visiting,FALL 2022,1.10
MUS,Visiting,FALL 2021,0.00
MUS,Visiting,FALL 2020,0.00
MUS,Visiting,FALL 2019,0.16
MUS,Visiting,FALL 2018,0.80
MUS,Visiting,FALL 2017,0.00
MUS,Visiting,FALL 2016,1.00
MUS,Visiting,FALL 2015,1.00
MUS,Visiting,FALL 2014,1.16
MUS,Visiting,FALL 2013,1.00
MUS,Visiting,FALL 2012,1.05
MUS,Visiting,FALL 2011,1.50
MUS,Visiting,FALL 2010,3.16
MUS,Visiting,FALL 2009,3.22
MUS,Visiting,FALL 2008,1.33
MUS,Visiting,FALL 2007,1.50
MUS,Visiting,FALL 2006,1.33
MUS,Visiting,FALL 2005,0.00
MUS,Visiting,FALL 2004,0.00
MUS,Visiting,FALL 2003,0.00
MUS,Visiting,FALL 2002,0.67
MUS,Visiting,FALL 2001,0.67
MUS,Adjunct,FALL 2023,1.70
MUS,Adjunct,FALL 2022,2.74
MUS,Adjunct,FALL 2021,3.45
MUS,Adjunct,FALL 2020,0.25
MUS,Adjunct,FALL 2019,3.12
MUS,Adjunct,FALL 2018,2.75
MUS,Adjunct,FALL 2017,2.76
MUS,Adjunct,FALL 2016,1.99
MUS,Adjunct,FALL 2015,1.73
MUS,Adjunct,FALL 2014,1.76
MUS,Adjunct,FALL 2013,2.68
MUS,Adjunct,FALL 2012,2.09
MUS,Adjunct,FALL 2011,2.25
MUS,Adjunct,FALL 2010,2.03
MUS,Adjunct,FALL 2009,2.27
MUS,Adjunct,FALL 2008,5.01
MUS,Adjunct,FALL 2007,4.19
MUS,Adjunct,FALL 2006,5.15
MUS,Adjunct,FALL 2005,6.89
MUS,Adjunct,FALL 2004,1.33
MUS,Adjunct,FALL 2003,1.25
MUS,Adjunct,FALL 2002,1.50
MUS,Adjunct,FALL 2001,1.08
PHIL,Tenured,FALL 2023,3.00
PHIL,Tenured,FALL 2022,3.00
PHIL,Tenured,FALL 2021,3.33
PHIL,Tenured,FALL 2020,3.33
PHIL,Tenured,FALL 2019,3.00
PHIL,Tenured,FALL 2018,3.33
PHIL,Tenured,FALL 2017,3.00
PHIL,Tenured,FALL 2016,3.33
PHIL,Tenured,FALL 2015,2.00
PHIL,Tenured,FALL 2014,2.00
PHIL,Tenured,FALL 2013,3.00
PHIL,Tenured,FALL 2012,2.00
PHIL,Tenured,FALL 2011,2.33
PHIL,Tenured,FALL 2010,1.66
PHIL,Tenured,FALL 2009,1.66
PHIL,Tenured,FALL 2008,2.00
PHIL,Tenured,FALL 2007,2.00
PHIL,Tenured,FALL 2006,2.00
PHIL,Tenured,FALL 2005,2.33
PHIL,Tenured,FALL 2004,3.33
PHIL,Tenured,FALL 2003,4.00
PHIL,Tenured,FALL 2002,3.67
PHIL,Tenured,FALL 2001,4.00
PHIL,Tenure-Track,FALL 2023,0.00
PHIL,Tenure-Track,FALL 2022,0.00
PHIL,Tenure-Track,FALL 2021,0.00
PHIL,Tenure-Track,FALL 2020,0.00
PHIL,Tenure-Track,FALL 2019,0.00
PHIL,Tenure-Track,FALL 2018,0.00
PHIL,Tenure-Track,FALL 2017,0.00
PHIL,Tenure-Track,FALL 2016,0.00
PHIL,Tenure-Track,FALL 2015,0.00
PHIL,Tenure-Track,FALL 2014,0.00
PHIL,Tenure-Track,FALL 2013,0.00
PHIL,Tenure-Track,FALL 2012,1.00
PHIL,Tenure-Track,FALL 2011,1.00
PHIL,Tenure-Track,FALL 2010,2.00
PHIL,Tenure-Track,FALL 2009,1.66
PHIL,Tenure-Track,FALL 2008,1.00
PHIL,Tenure-Track,FALL 2007,2.00
PHIL,Tenure-Track,FALL 2006,1.33
PHIL,Tenure-Track,FALL 2005,0.00
PHIL,Tenure-Track,FALL 2004,0.00
PHIL,Tenure-Track,FALL 2003,0.00
PHIL,Tenure-Track,FALL 2002,0.00
PHIL,Tenure-Track,FALL 2001,0.00
PHIL,Visiting,FALL 2023,0.00
PHIL,Visiting,FALL 2022,0.00
PHIL,Visiting,FALL 2021,0.00
PHIL,Visiting,FALL 2020,0.00
PHIL,Visiting,FALL 2019,0.00
PHIL,Visiting,FALL 2018,0.00
PHIL,Visiting,FALL 2017,0.00
PHIL,Visiting,FALL 2016,0.00
PHIL,Visiting,FALL 2015,0.00
PHIL,Visiting,FALL 2014,0.00
PHIL,Visiting,FALL 2013,0.00
PHIL,Visiting,FALL 2012,0.66
PHIL,Visiting,FALL 2011,0.00
PHIL,Visiting,FALL 2010,0.00
PHIL,Visiting,FALL 2009,0.00
PHIL,Visiting,FALL 2008,1.00
PHIL,Visiting,FALL 2007,0.00
PHIL,Visiting,FALL 2006,1.00
PHIL,Visiting,FALL 2005,3.33
PHIL,Visiting,FALL 2004,1.00
PHIL,Visiting,FALL 2003,1.00
PHIL,Visiting,FALL 2002,1.00
PHIL,Visiting,FALL 2001,1.00
PHIL,Adjunct,FALL 2023,1.33
PHIL,Adjunct,FALL 2022,1.33
PHIL,Adjunct,FALL 2021,1.33
PHIL,Adjunct,FALL 2020,1.33
PHIL,Adjunct,FALL 2019,0.66
PHIL,Adjunct,FALL 2018,0.66
PHIL,Adjunct,FALL 2017,0.66
PHIL,Adjunct,FALL 2016,0.67
PHIL,Adjunct,FALL 2015,1.33
PHIL,Adjunct,FALL 2014,1.33
PHIL,Adjunct,FALL 2013,0.66
PHIL,Adjunct,FALL 2012,0.00
PHIL,Adjunct,FALL 2011,0.66
PHIL,Adjunct,FALL 2010,0.00
PHIL,Adjunct,FALL 2009,0.00
PHIL,Adjunct,FALL 2008,0.00
PHIL,Adjunct,FALL 2007,0.00
PHIL,Adjunct,FALL 2006,0.00
PHIL,Adjunct,FALL 2005,0.00
PHIL,Adjunct,FALL 2004,1.33
PHIL,Adjunct,FALL 2003,0.00
PHIL,Adjunct,FALL 2002,0.00
PHIL,Adjunct,FALL 2001,0.00
PHYS,Tenured,FALL 2023,1.00
PHYS,Tenured,FALL 2022,1.67
PHYS,Tenured,FALL 2021,1.16
PHYS,Tenured,FALL 2020,2.00
PHYS,Tenured,FALL 2019,3.50
PHYS,Tenured,FALL 2018,3.00
PHYS,Tenured,FALL 2017,3.00
PHYS,Tenured,FALL 2016,3.33
PHYS,Tenured,FALL 2015,3.00
PHYS,Tenured,FALL 2014,2.75
PHYS,Tenured,FALL 2013,2.00
PHYS,Tenured,FALL 2012,3.16
PHYS,Tenured,FALL 2011,3.33
PHYS,Tenured,FALL 2010,1.00
PHYS,Tenured,FALL 2009,1.66
PHYS,Tenured,FALL 2008,1.00
PHYS,Tenured,FALL 2007,1.00
PHYS,Tenured,FALL 2006,0.00
PHYS,Tenured,FALL 2005,1.00
PHYS,Tenured,FALL 2004,1.67
PHYS,Tenured,FALL 2003,1.67
PHYS,Tenured,FALL 2002,2.00
PHYS,Tenured,FALL 2001,2.67
PHYS,Tenure-Track,FALL 2023,1.33
PHYS,Tenure-Track,FALL 2022,1.67
PHYS,Tenure-Track,FALL 2021,0.50
PHYS,Tenure-Track,FALL 2020,1.00
PHYS,Tenure-Track,FALL 2019,1.08
PHYS,Tenure-Track,FALL 2018,0.92
PHYS,Tenure-Track,FALL 2017,1.00
PHYS,Tenure-Track,FALL 2016,1.00
PHYS,Tenure-Track,FALL 2015,0.00
PHYS,Tenure-Track,FALL 2014,0.00
PHYS,Tenure-Track,FALL 2013,0.00
PHYS,Tenure-Track,FALL 2012,0.00
PHYS,Tenure-Track,FALL 2011,0.00
PHYS,Tenure-Track,FALL 2010,2.16
PHYS,Tenure-Track,FALL 2009,1.83
PHYS,Tenure-Track,FALL 2008,3.00
PHYS,Tenure-Track,FALL 2007,3.00
PHYS,Tenure-Track,FALL 2006,3.00
PHYS,Tenure-Track,FALL 2005,2.67
PHYS,Tenure-Track,FALL 2004,1.17
PHYS,Tenure-Track,FALL 2003,1.00
PHYS,Tenure-Track,FALL 2002,1.00
PHYS,Tenure-Track,FALL 2001,0.00
PHYS,Visiting,FALL 2023,1.00
PHYS,Visiting,FALL 2022,0.00
PHYS,Visiting,FALL 2021,0.66
PHYS,Visiting,FALL 2020,0.66
PHYS,Visiting,FALL 2019,0.00
PHYS,Visiting,FALL 2018,0.00
PHYS,Visiting,FALL 2017,0.00
PHYS,Visiting,FALL 2016,0.00
PHYS,Visiting,FALL 2015,1.00
PHYS,Visiting,FALL 2014,1.00
PHYS,Visiting,FALL 2013,1.66
PHYS,Visiting,FALL 2012,1.00
PHYS,Visiting,FALL 2011,1.00
PHYS,Visiting,FALL 2010,0.00
PHYS,Visiting,FALL 2009,0.00
PHYS,Visiting,FALL 2008,0.00
PHYS,Visiting,FALL 2007,0.00
PHYS,Visiting,FALL 2006,1.00
PHYS,Visiting,FALL 2005,0.00
PHYS,Visiting,FALL 2004,1.17
PHYS,Visiting,FALL 2003,0.00
PHYS,Visiting,FALL 2002,0.00
PHYS,Visiting,FALL 2001,1.00
PHYS,Adjunct,FALL 2023,0.00
PHYS,Adjunct,FALL 2022,0.00
PHYS,Adjunct,FALL 2021,0.50
PHYS,Adjunct,FALL 2020,0.00
PHYS,Adjunct,FALL 2019,0.00
PHYS,Adjunct,FALL 2018,0.00
PHYS,Adjunct,FALL 2017,0.00
PHYS,Adjunct,FALL 2016,0.00
PHYS,Adjunct,FALL 2015,0.00
PHYS,Adjunct,FALL 2014,0.00
PHYS,Adjunct,FALL 2013,0.00
PHYS,Adjunct,FALL 2012,0.00
PHYS,Adjunct,FALL 2011,0.00
PHYS,Adjunct,FALL 2010,0.00
PHYS,Adjunct,FALL 2009,0.33
PHYS,Adjunct,FALL 2008,0.33
PHYS,Adjunct,FALL 2007,0.00
PHYS,Adjunct,FALL 2006,0.00
PHYS,Adjunct,FALL 2005,0.33
PHYS,Adjunct,FALL 2004,0.00
PHYS,Adjunct,FALL 2003,0.67
PHYS,Adjunct,FALL 2002,0.67
PHYS,Adjunct,FALL 2001,0.00
PLSC,Tenured,FALL 2023,1.00
PLSC,Tenured,FALL 2022,2.00
PLSC,Tenured,FALL 2021,2.00
PLSC,Tenured,FALL 2020,3.33
PLSC,Tenured,FALL 2019,3.00
PLSC,Tenured,FALL 2018,3.08
PLSC,Tenured,FALL 2017,2.00
PLSC,Tenured,FALL 2016,4.00
PLSC,Tenured,FALL 2015,3.33
PLSC,Tenured,FALL 2014,3.00
PLSC,Tenured,FALL 2013,2.00
PLSC,Tenured,FALL 2012,2.00
PLSC,Tenured,FALL 2011,2.00
PLSC,Tenured,FALL 2010,1.33
PLSC,Tenured,FALL 2009,1.66
PLSC,Tenured,FALL 2008,2.00
PLSC,Tenured,FALL 2007,1.00
PLSC,Tenured,FALL 2006,2.00
PLSC,Tenured,FALL 2005,2.67
PLSC,Tenured,FALL 2004,2.00
PLSC,Tenured,FALL 2003,2.00
PLSC,Tenured,FALL 2002,1.67
PLSC,Tenured,FALL 2001,3.00
PLSC,Tenure-Track,FALL 2023,1.00
PLSC,Tenure-Track,FALL 2022,0.00
PLSC,Tenure-Track,FALL 2021,0.00
PLSC,Tenure-Track,FALL 2020,0.00
PLSC,Tenure-Track,FALL 2019,0.00
PLSC,Tenure-Track,FALL 2018,0.00
PLSC,Tenure-Track,FALL 2017,0.00
PLSC,Tenure-Track,FALL 2016,0.00
PLSC,Tenure-Track,FALL 2015,0.00
PLSC,Tenure-Track,FALL 2014,0.66
PLSC,Tenure-Track,FALL 2013,2.00
PLSC,Tenure-Track,FALL 2012,2.00
PLSC,Tenure-Track,FALL 2011,0.00
PLSC,Tenure-Track,FALL 2010,1.00
PLSC,Tenure-Track,FALL 2009,1.00
PLSC,Tenure-Track,FALL 2008,2.00
PLSC,Tenure-Track,FALL 2007,1.00
PLSC,Tenure-Track,FALL 2006,0.00
PLSC,Tenure-Track,FALL 2005,2.00
PLSC,Tenure-Track,FALL 2004,1.00
PLSC,Tenure-Track,FALL 2003,0.67
PLSC,Tenure-Track,FALL 2002,1.00
PLSC,Tenure-Track,FALL 2001,1.00
PLSC,Visiting,FALL 2023,0.00
PLSC,Visiting,FALL 2022,2.00
PLSC,Visiting,FALL 2021,1.33
PLSC,Visiting,FALL 2020,0.83
PLSC,Visiting,FALL 2019,1.00
PLSC,Visiting,FALL 2018,1.00
PLSC,Visiting,FALL 2017,1.00
PLSC,Visiting,FALL 2016,0.00
PLSC,Visiting,FALL 2015,0.00
PLSC,Visiting,FALL 2014,0.00
PLSC,Visiting,FALL 2013,0.00
PLSC,Visiting,FALL 2012,0.00
PLSC,Visiting,FALL 2011,1.00
PLSC,Visiting,FALL 2010,1.00
PLSC,Visiting,FALL 2009,1.00
PLSC,Visiting,FALL 2008,0.00
PLSC,Visiting,FALL 2007,1.33
PLSC,Visiting,FALL 2006,3.00
PLSC,Visiting,FALL 2005,2.00
PLSC,Visiting,FALL 2004,1.00
PLSC,Visiting,FALL 2003,1.67
PLSC,Visiting,FALL 2002,2.00
PLSC,Visiting,FALL 2001,1.00
PLSC,Adjunct,FALL 2023,1.00
PLSC,Adjunct,FALL 2022,1.00
PLSC,Adjunct,FALL 2021,0.33
PLSC,Adjunct,FALL 2020,0.00
PLSC,Adjunct,FALL 2019,0.00
PLSC,Adjunct,FALL 2018,0.00
PLSC,Adjunct,FALL 2017,0.00
PLSC,Adjunct,FALL 2016,0.00
PLSC,Adjunct,FALL 2015,0.00
PLSC,Adjunct,FALL 2014,0.00
PLSC,Adjunct,FALL 2013,0.00
PLSC,Adjunct,FALL 2012,0.00
PLSC,Adjunct,FALL 2011,0.00
PLSC,Adjunct,FALL 2010,0.00
PLSC,Adjunct,FALL 2009,0.66
PLSC,Adjunct,FALL 2008,0.66
PLSC,Adjunct,FALL 2007,0.33
PLSC,Adjunct,FALL 2006,0.33
PLSC,Adjunct,FALL 2005,0.00
PLSC,Adjunct,FALL 2004,0.67
PLSC,Adjunct,FALL 2003,0.33
PLSC,Adjunct,FALL 2002,0.00
PLSC,Adjunct,FALL 2001,0.00
PSYC,Tenured,FALL 2023,5.00
PSYC,Tenured,FALL 2022,5.00
PSYC,Tenured,FALL 2021,4.00
PSYC,Tenured,FALL 2020,6.00
PSYC,Tenured,FALL 2019,5.66
PSYC,Tenured,FALL 2018,7.08
PSYC,Tenured,FALL 2017,7.50
PSYC,Tenured,FALL 2016,6.16
PSYC,Tenured,FALL 2015,6.33
PSYC,Tenured,FALL 2014,4.00
PSYC,Tenured,FALL 2013,5.33
PSYC,Tenured,FALL 2012,6.00
PSYC,Tenured,FALL 2011,4.66
PSYC,Tenured,FALL 2010,3.33
PSYC,Tenured,FALL 2009,2.33
PSYC,Tenured,FALL 2008,4.00
PSYC,Tenured,FALL 2007,2.16
PSYC,Tenured,FALL 2006,3.66
PSYC,Tenured,FALL 2005,2.00
PSYC,Tenured,FALL 2004,1.83
PSYC,Tenured,FALL 2003,1.83
PSYC,Tenured,FALL 2002,0.67
PSYC,Tenured,FALL 2001,1.67
PSYC,Tenure-Track,FALL 2023,1.00
PSYC,Tenure-Track,FALL 2022,2.67
PSYC,Tenure-Track,FALL 2021,3.50
PSYC,Tenure-Track,FALL 2020,2.66
PSYC,Tenure-Track,FALL 2019,1.00
PSYC,Tenure-Track,FALL 2018,1.00
PSYC,Tenure-Track,FALL 2017,1.00
PSYC,Tenure-Track,FALL 2016,1.00
PSYC,Tenure-Track,FALL 2015,1.00
PSYC,Tenure-Track,FALL 2014,0.67
PSYC,Tenure-Track,FALL 2013,1.00
PSYC,Tenure-Track,FALL 2012,1.00
PSYC,Tenure-Track,FALL 2011,2.00
PSYC,Tenure-Track,FALL 2010,2.00
PSYC,Tenure-Track,FALL 2009,1.66
PSYC,Tenure-Track,FALL 2008,2.16
PSYC,Tenure-Track,FALL 2007,5.00
PSYC,Tenure-Track,FALL 2006,4.00
PSYC,Tenure-Track,FALL 2005,4.67
PSYC,Tenure-Track,FALL 2004,3.00
PSYC,Tenure-Track,FALL 2003,3.67
PSYC,Tenure-Track,FALL 2002,4.00
PSYC,Tenure-Track,FALL 2001,3.67
PSYC,Visiting,FALL 2023,1.00
PSYC,Visiting,FALL 2022,0.33
PSYC,Visiting,FALL 2021,0.00
PSYC,Visiting,FALL 2020,0.00
PSYC,Visiting,FALL 2019,0.67
PSYC,Visiting,FALL 2018,0.33
PSYC,Visiting,FALL 2017,0.00
PSYC,Visiting,FALL 2016,1.00
PSYC,Visiting,FALL 2015,1.00
PSYC,Visiting,FALL 2014,2.00
PSYC,Visiting,FALL 2013,2.00
PSYC,Visiting,FALL 2012,2.00
PSYC,Visiting,FALL 2011,1.00
PSYC,Visiting,FALL 2010,3.33
PSYC,Visiting,FALL 2009,3.16
PSYC,Visiting,FALL 2008,3.00
PSYC,Visiting,FALL 2007,2.00
PSYC,Visiting,FALL 2006,4.00
PSYC,Visiting,FALL 2005,4.00
PSYC,Visiting,FALL 2004,5.00
PSYC,Visiting,FALL 2003,2.00
PSYC,Visiting,FALL 2002,1.00
PSYC,Visiting,FALL 2001,0.00
PSYC,Adjunct,FALL 2023,0.67
PSYC,Adjunct,FALL 2022,0.00
PSYC,Adjunct,FALL 2021,0.66
PSYC,Adjunct,FALL 2020,0.00
PSYC,Adjunct,FALL 2019,0.67
